"","index","Store","Date","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","IsHoliday"
"1916",1915,11,"2011-12-02",56.89,3.172,7019.2,97.47,2917.09,3648.95,28803.28,222.1589519,7.197,0
"1917",1916,11,"2011-12-09",50.63,3.158,4923.89,36,525.03,2598.36,8696.45,222.4167852,7.197,0
"1918",1917,11,"2011-12-16",59.69,3.159,1812.02,143.06,592.44,669.07,4900.25,222.6426418,7.197,0
"1919",1918,11,"2011-12-23",54.29,3.112,515.57,11.23,964.31,NA,3429.82,222.8258628,7.197,0
"1920",1919,11,"2011-12-30",48.86,3.129,4241.32,58046.41,239.33,78.09,586.72,223.0090839,7.197,1
"1921",1920,11,"2012-01-06",54.44,3.157,5107.29,32305.3,144.66,530.55,6004.19,223.1923049,6.833,0
"1922",1921,11,"2012-01-13",53.1,3.261,7153.87,4831.34,39.14,590.68,8698.99,223.3755259,6.833,0
"1923",1922,11,"2012-01-20",56.43,3.268,2421.89,1803.64,37.76,297.73,2282.23,223.4700552,6.833,0
"1924",1923,11,"2012-01-27",58.36,3.29,708.33,1631.94,49.3,3,2116.1,223.5645845,6.833,0
"1925",1924,11,"2012-02-03",60.24,3.36,50909.18,1957.49,137.23,37091.67,6418.36,223.6591137,6.833,0
"1926",1925,11,"2012-02-10",52.23,3.409,12424.72,4575.75,81.74,8932.68,6987.67,223.753643,6.833,1
"1927",1926,11,"2012-02-17",52.77,3.51,10256.46,9792.52,24.82,4060.54,2418.36,223.9170153,6.833,0
"1928",1927,11,"2012-02-24",61.11,3.555,17546.88,7531.48,0.5,3698.03,12656.68,224.1320199,6.833,0
"1929",1928,11,"2012-03-02",62.61,3.63,16404.25,1191.27,7.03,11524.7,4400.35,224.3470245,6.833,0
"1930",1929,11,"2012-03-09",61.44,3.669,7634.94,379.04,3.5,1251.85,6147.5,224.5620291,6.833,0
"1931",1930,11,"2012-03-16",64.21,3.734,7073.59,224.43,4.19,3164.68,2438.5,224.7166953,6.833,0
"1932",1931,11,"2012-03-23",67.16,3.787,7359.11,297.23,2.04,558.46,3588.44,224.7909104,6.833,0
"1933",1932,11,"2012-03-30",70.23,3.845,7438.04,190.98,1,1345.08,3504,224.8651254,6.833,0
"1934",1933,11,"2012-04-06",74.19,3.891,10760.37,NA,45.34,4048.21,5596.73,224.9393405,6.664,0
"1935",1934,11,"2012-04-13",72.74,3.891,8906.38,4722.18,9.86,1412.83,2772.79,225.0135556,6.664,0
"1936",1935,11,"2012-04-20",71.97,3.877,7906.21,68.22,1.44,393.55,4854.79,225.0689541,6.664,0
"1937",1936,11,"2012-04-27",73.4,3.814,1824.41,1.41,1.48,NA,5826.68,225.1243526,6.664,0
"1938",1937,11,"2012-05-04",79.07,3.749,17975.32,NA,160.84,9298.85,4109.98,225.1797511,6.664,0
"1939",1938,11,"2012-05-11",75.13,3.688,15656.23,NA,21.7,4600.43,3707.51,225.2351496,6.664,0
"1940",1939,11,"2012-05-18",72.53,3.63,4622.9,NA,9.22,479.55,4109.33,225.2512024,6.664,0
"1941",1940,11,"2012-05-25",78.44,3.561,15143.06,NA,984.13,2938.13,5495.44,225.2515168,6.664,0
"1942",1941,11,"2012-06-01",81.67,3.501,8172.36,79.6,126.72,1785.38,4232.48,225.2518313,6.664,0
"1943",1942,11,"2012-06-08",82.1,3.452,11984.13,191.4,78.65,2768.31,6358.77,225.2521458,6.664,0
"1944",1943,11,"2012-06-15",84.97,3.393,7018,247.6,0.15,2876.5,4951.58,225.2644795,6.664,0
"1945",1944,11,"2012-06-22",83.26,3.346,8329.88,278.6,1.98,1726.99,6103.42,225.3068615,6.664,0
"1946",1945,11,"2012-06-29",87.86,3.286,4430.73,219.8,NA,1799.43,6504.38,225.3492435,6.664,0
"1947",1946,11,"2012-07-06",83.44,3.227,8324.1,125.6,88.73,6101.75,4603.06,225.3916254,6.334,0
"1948",1947,11,"2012-07-13",82.46,3.256,7783.03,105.95,34.8,4778.55,2445.82,225.4340074,6.334,0
"1949",1948,11,"2012-07-20",82.41,3.311,2874.78,140.22,44.95,3689.47,6187.32,225.4438827,6.334,0
"1950",1949,11,"2012-07-27",85.43,3.407,2799.14,97.58,5.64,2364.95,1897.08,225.4537579,6.334,0
"1951",1950,11,"2012-08-03",86.94,3.417,21974.47,173.58,25.5,22778.65,6172.69,225.4636332,6.334,0
"1952",1951,11,"2012-08-10",86.21,3.494,16812.92,128.54,8.74,4764.33,4098.22,225.4735085,6.334,0
"1953",1952,11,"2012-08-17",87.73,3.571,6844.78,209.26,0.04,1235.79,2254.08,225.5558664,6.334,0
"1954",1953,11,"2012-08-24",83.17,3.62,3936.04,74.16,102.55,1673.59,4930.02,225.6925864,6.334,0
"1955",1954,11,"2012-08-31",86.49,3.638,16650.73,120,45,7575.93,6689.78,225.8293063,6.334,0
"1956",1955,11,"2012-09-07",85.17,3.73,14597.86,56,45.05,3235.27,2855.68,225.9660263,6.334,1
"1957",1956,11,"2012-09-14",79.61,3.717,7571.95,32.98,19.52,707.47,8664.16,226.1122067,6.334,0
"1958",1957,11,"2012-09-21",73.64,3.721,6267.79,159.46,12,838.95,9194.37,226.3151496,6.334,0
"1959",1958,11,"2012-09-28",77.67,3.666,7694.84,51.91,5.2,1653.38,3211.84,226.5180926,6.334,0
"1960",1959,11,"2012-10-05",73.37,3.617,5635.1,NA,27.94,1754.56,5473.9,226.7210356,6.034,0
"1961",1960,11,"2012-10-12",69.94,3.601,2345.03,NA,22.95,271.93,13035.68,226.9239785,6.034,0
"1962",1961,11,"2012-10-19",73.77,3.594,2344.65,NA,153.97,409.53,2739.63,226.9688442,6.034,0
"1963",1962,11,"2012-10-26",74.26,3.506,4115.64,147.27,153,1060.9,3936.2,226.9873637,6.034,0
"1964",1963,11,"2012-11-02",62.23,3.386,17795.33,6233.15,44.62,12979.82,3359.51,227.0058832,6.034,0
"1965",1964,11,"2012-11-09",68.71,3.314,10591.76,1860.93,214.24,1144.92,4599.73,227.0244026,6.034,0
"1966",1965,11,"2012-11-16",60.8,3.252,12103.43,48.93,58.93,2113.4,8327.81,227.0569237,6.034,0
"1967",1966,11,"2012-11-23",61.69,3.211,1875.86,0.13,82490.58,529.16,636.43,227.1081136,6.034,1
"1968",1967,11,"2012-11-30",58.36,3.207,2302.4,0.03,7756.82,87.75,6745.14,227.1593035,6.034,0
"1969",1968,11,"2012-12-07",66.39,3.198,8922.92,NA,520,1939.53,16327.19,227.2104933,6.034,0
"1970",1969,11,"2012-12-14",55.46,3.168,2299.38,NA,179,11.94,2687.63,227.2717348,6.034,0
"1971",1970,11,"2012-12-21",59.94,3.098,3403.69,82.92,176.74,6.44,1303.99,227.3932855,6.034,0
"1972",1971,11,"2012-12-28",52.26,3.108,15963.84,38545.15,474.72,3.8,3974.11,227.5148363,6.034,1
"1973",1972,11,"2013-01-04",46.5,3.161,3542.8,37018.68,20.1,43.65,6484.05,227.6363871,6.108,0
"1974",1973,11,"2013-01-11",50.33,3.243,4086.34,19143.47,2.17,832.97,3878.6,227.7579379,6.108,0
"1975",1974,11,"2013-01-18",49.67,3.237,3645.01,2343.34,2.04,9.87,3570.37,227.7893692,6.108,0
"1976",1975,11,"2013-01-25",58.53,3.227,1743.87,2148.31,NA,47.22,6828.36,227.7847527,6.108,0
"1977",1976,11,"2013-02-01",62.76,3.244,16795.1,1889.47,453,24051.21,5579.09,227.7801362,6.108,0
"1978",1977,11,"2013-02-08",63.06,3.417,80498.65,820.68,381.3,33918.18,7040.6,227.7755197,6.108,1
"1979",1978,11,"2013-02-15",57.91,3.475,11957.9,4038.96,1,4259.34,4572.33,227.814,6.108,0
"1980",1979,11,"2013-02-22",60.17,3.597,8811.59,9277.29,0.8,282.89,5538.26,227.9602222,6.108,0
"1981",1980,11,"2013-03-01",54.59,3.711,8318.67,1004.38,2.4,52.46,4238.36,228.1064444,6.108,0
"1982",1981,11,"2013-03-08",58,3.658,30094.95,413.21,39.11,7152.47,4030.5,228.2526667,6.108,0
"1983",1982,11,"2013-03-15",61.93,3.622,6478.45,NA,7.33,792.11,1873.16,228.3819613,6.108,0
"1984",1983,11,"2013-03-22",69.6,3.611,11838.93,NA,641,3518,2144.12,228.4689369,6.108,0
"1985",1984,11,"2013-03-29",59.94,3.606,8598.57,NA,545.42,74.56,2641.34,228.5559125,6.108,0
"1986",1985,11,"2013-04-05",65.49,3.583,13814.88,9023.25,695.55,243.54,3529.04,228.6428882,5.999,0
"1987",1986,11,"2013-04-12",66.76,3.529,8091.82,3309.69,89.66,1924.7,4398.53,228.7298638,5.999,0
"1988",1987,11,"2013-04-19",70.87,3.451,3808.66,-15.45,142.7,529.99,2742.75,228.7298638,5.999,0
"1989",1988,11,"2013-04-26",64.49,3.417,1212.55,NA,98.4,54.64,2460.41,228.7298638,5.999,0
"1990",1989,11,"2013-05-03",69.56,3.386,7146.86,52,90.39,1475.16,2336.52,NA,NA,0
"1991",1990,11,"2013-05-10",68.51,3.392,14558.09,936.9,57.53,4577.68,11169.69,NA,NA,0
"1992",1991,11,"2013-05-17",75.27,3.454,9700.29,903.94,4.4,1438.39,7241.75,NA,NA,0
"1993",1992,11,"2013-05-24",80.16,3.494,8267.2,569.76,451.66,1323.59,3336.3,NA,NA,0
"1994",1993,11,"2013-05-31",78.14,3.466,3860.6,66.2,657.91,55.12,1506.84,NA,NA,0
"1995",1994,11,"2013-06-07",79,3.439,14283.15,590.34,349.94,8285.11,8180.74,NA,NA,0
"1996",1995,11,"2013-06-14",78.19,3.431,7858.76,704.05,445.61,2701.17,3797.25,NA,NA,0
"1997",1996,11,"2013-06-21",82.04,3.479,9399.84,288.85,262.7,4429.14,6401.08,NA,NA,0
"1998",1997,11,"2013-06-28",83.97,3.495,5054.81,534.72,90.31,2562.24,3437.51,NA,NA,0
"1999",1998,11,"2013-07-05",82.39,3.422,14356.75,3636.7,1463.56,12945.68,3628.67,NA,NA,0
"2000",1999,11,"2013-07-12",85.43,3.4,8129.38,1703.63,107.45,870.71,3865.9,NA,NA,0
"2001",2000,11,"2013-07-19",82.06,3.556,1554.05,1169.85,68.06,373.45,1046.13,NA,NA,0
"2002",2001,11,"2013-07-26",85.64,3.62,2387.21,717.2,106.7,1084.84,3264.52,NA,NA,0
"2003",2002,12,"2010-02-05",49.47,2.962,NA,NA,NA,NA,NA,126.4420645,13.975,0
"2004",2003,12,"2010-02-12",47.87,2.946,NA,NA,NA,NA,NA,126.4962581,13.975,1
"2005",2004,12,"2010-02-19",54.83,2.915,NA,NA,NA,NA,NA,126.5262857,13.975,0
"2006",2005,12,"2010-02-26",50.23,2.825,NA,NA,NA,NA,NA,126.5522857,13.975,0
"2007",2006,12,"2010-03-05",53.77,2.987,NA,NA,NA,NA,NA,126.5782857,13.975,0
"2008",2007,12,"2010-03-12",50.11,2.925,NA,NA,NA,NA,NA,126.6042857,13.975,0
"2009",2008,12,"2010-03-19",59.57,3.054,NA,NA,NA,NA,NA,126.6066452,13.975,0
"2010",2009,12,"2010-03-26",60.06,3.083,NA,NA,NA,NA,NA,126.6050645,13.975,0
"2011",2010,12,"2010-04-02",59.84,3.086,NA,NA,NA,NA,NA,126.6034839,14.099,0
"2012",2011,12,"2010-04-09",59.25,3.09,NA,NA,NA,NA,NA,126.6019032,14.099,0
"2013",2012,12,"2010-04-16",64.95,3.109,NA,NA,NA,NA,NA,126.5621,14.099,0
"2014",2013,12,"2010-04-23",64.55,3.05,NA,NA,NA,NA,NA,126.4713333,14.099,0
"2015",2014,12,"2010-04-30",67.38,3.105,NA,NA,NA,NA,NA,126.3805667,14.099,0
"2016",2015,12,"2010-05-07",70.15,3.127,NA,NA,NA,NA,NA,126.2898,14.099,0
"2017",2016,12,"2010-05-14",68.44,3.145,NA,NA,NA,NA,NA,126.2085484,14.099,0
"2018",2017,12,"2010-05-21",76.2,3.12,NA,NA,NA,NA,NA,126.1843871,14.099,0
"2019",2018,12,"2010-05-28",67.84,3.058,NA,NA,NA,NA,NA,126.1602258,14.099,0
"2020",2019,12,"2010-06-04",81.39,2.941,NA,NA,NA,NA,NA,126.1360645,14.099,0
"2021",2020,12,"2010-06-11",90.84,2.949,NA,NA,NA,NA,NA,126.1119032,14.099,0
"2022",2021,12,"2010-06-18",81.06,3.043,NA,NA,NA,NA,NA,126.114,14.099,0
"2023",2022,12,"2010-06-25",87.27,3.084,NA,NA,NA,NA,NA,126.1266,14.099,0
"2024",2023,12,"2010-07-02",91.98,3.105,NA,NA,NA,NA,NA,126.1392,14.18,0
"2025",2024,12,"2010-07-09",90.37,3.1,NA,NA,NA,NA,NA,126.1518,14.18,0
"2026",2025,12,"2010-07-16",97.18,3.094,NA,NA,NA,NA,NA,126.1498065,14.18,0
"2027",2026,12,"2010-07-23",99.22,3.112,NA,NA,NA,NA,NA,126.1283548,14.18,0
"2028",2027,12,"2010-07-30",96.31,3.017,NA,NA,NA,NA,NA,126.1069032,14.18,0
"2029",2028,12,"2010-08-06",92.95,3.123,NA,NA,NA,NA,NA,126.0854516,14.18,0
"2030",2029,12,"2010-08-13",87.01,3.159,NA,NA,NA,NA,NA,126.064,14.18,0
"2031",2030,12,"2010-08-20",92.81,3.041,NA,NA,NA,NA,NA,126.0766452,14.18,0
"2032",2031,12,"2010-08-27",93.19,3.129,NA,NA,NA,NA,NA,126.0892903,14.18,0
"2033",2032,12,"2010-09-03",83.12,3.087,NA,NA,NA,NA,NA,126.1019355,14.18,0
"2034",2033,12,"2010-09-10",83.63,3.044,NA,NA,NA,NA,NA,126.1145806,14.18,1
"2035",2034,12,"2010-09-17",82.45,3.028,NA,NA,NA,NA,NA,126.1454667,14.18,0
"2036",2035,12,"2010-09-24",81.77,2.939,NA,NA,NA,NA,NA,126.1900333,14.18,0
"2037",2036,12,"2010-10-01",85.2,3.001,NA,NA,NA,NA,NA,126.2346,14.313,0
"2038",2037,12,"2010-10-08",71.82,3.013,NA,NA,NA,NA,NA,126.2791667,14.313,0
"2039",2038,12,"2010-10-15",75,2.976,NA,NA,NA,NA,NA,126.3266774,14.313,0
"2040",2039,12,"2010-10-22",68.85,3.014,NA,NA,NA,NA,NA,126.3815484,14.313,0
"2041",2040,12,"2010-10-29",61.09,3.016,NA,NA,NA,NA,NA,126.4364194,14.313,0
"2042",2041,12,"2010-11-05",65.49,3.129,NA,NA,NA,NA,NA,126.4912903,14.313,0
"2043",2042,12,"2010-11-12",57.79,3.13,NA,NA,NA,NA,NA,126.5461613,14.313,0
"2044",2043,12,"2010-11-19",58.18,3.161,NA,NA,NA,NA,NA,126.6072,14.313,0
"2045",2044,12,"2010-11-26",47.66,3.162,NA,NA,NA,NA,NA,126.6692667,14.313,1
"2046",2045,12,"2010-12-03",43.33,3.041,NA,NA,NA,NA,NA,126.7313333,14.313,0
"2047",2046,12,"2010-12-10",50.01,3.203,NA,NA,NA,NA,NA,126.7934,14.313,0
"2048",2047,12,"2010-12-17",52.77,3.236,NA,NA,NA,NA,NA,126.8794839,14.313,0
"2049",2048,12,"2010-12-24",52.02,3.236,NA,NA,NA,NA,NA,126.9835806,14.313,0
"2050",2049,12,"2010-12-31",45.64,3.148,NA,NA,NA,NA,NA,127.0876774,14.313,1
"2051",2050,12,"2011-01-07",37.64,3.287,NA,NA,NA,NA,NA,127.1917742,14.021,0
"2052",2051,12,"2011-01-14",43.15,3.312,NA,NA,NA,NA,NA,127.3009355,14.021,0
"2053",2052,12,"2011-01-21",53.53,3.223,NA,NA,NA,NA,NA,127.4404839,14.021,0
"2054",2053,12,"2011-01-28",50.74,3.342,NA,NA,NA,NA,NA,127.5800323,14.021,0
"2055",2054,12,"2011-02-04",45.14,3.348,NA,NA,NA,NA,NA,127.7195806,14.021,0
"2056",2055,12,"2011-02-11",51.3,3.381,NA,NA,NA,NA,NA,127.859129,14.021,1
"2057",2056,12,"2011-02-18",53.35,3.43,NA,NA,NA,NA,NA,127.99525,14.021,0
"2058",2057,12,"2011-02-25",48.45,3.53,NA,NA,NA,NA,NA,128.13,14.021,0
"2059",2058,12,"2011-03-04",51.72,3.674,NA,NA,NA,NA,NA,128.26475,14.021,0
"2060",2059,12,"2011-03-11",57.75,3.818,NA,NA,NA,NA,NA,128.3995,14.021,0
"2061",2060,12,"2011-03-18",64.21,3.692,NA,NA,NA,NA,NA,128.5121935,14.021,0
"2062",2061,12,"2011-03-25",54.4,3.909,NA,NA,NA,NA,NA,128.6160645,14.021,0
"2063",2062,12,"2011-04-01",63.63,3.772,NA,NA,NA,NA,NA,128.7199355,13.736,0
"2064",2063,12,"2011-04-08",64.47,4.003,NA,NA,NA,NA,NA,128.8238065,13.736,0
"2065",2064,12,"2011-04-15",57.63,3.868,NA,NA,NA,NA,NA,128.9107333,13.736,0
"2066",2065,12,"2011-04-22",72.12,4.134,NA,NA,NA,NA,NA,128.9553,13.736,0
"2067",2066,12,"2011-04-29",68.27,4.151,NA,NA,NA,NA,NA,128.9998667,13.736,0
"2068",2067,12,"2011-05-06",68.4,4.193,NA,NA,NA,NA,NA,129.0444333,13.736,0
"2069",2068,12,"2011-05-13",70.93,4.202,NA,NA,NA,NA,NA,129.089,13.736,0
"2070",2069,12,"2011-05-20",66.59,4.169,NA,NA,NA,NA,NA,129.0756774,13.736,0
"2071",2070,12,"2011-05-27",76.67,4.087,NA,NA,NA,NA,NA,129.0623548,13.736,0
"2072",2071,12,"2011-06-03",71.81,4.031,NA,NA,NA,NA,NA,129.0490323,13.736,0
"2073",2072,12,"2011-06-10",78.72,3.981,NA,NA,NA,NA,NA,129.0357097,13.736,0
"2074",2073,12,"2011-06-17",86.84,3.935,NA,NA,NA,NA,NA,129.0432,13.736,0
"2075",2074,12,"2011-06-24",88.95,3.898,NA,NA,NA,NA,NA,129.0663,13.736,0
"2076",2075,12,"2011-07-01",89.85,3.842,NA,NA,NA,NA,NA,129.0894,13.503,0
"2077",2076,12,"2011-07-08",89.9,3.705,NA,NA,NA,NA,NA,129.1125,13.503,0
"2078",2077,12,"2011-07-15",88.1,3.692,NA,NA,NA,NA,NA,129.1338387,13.503,0
"2079",2078,12,"2011-07-22",91.17,3.794,NA,NA,NA,NA,NA,129.1507742,13.503,0
"2080",2079,12,"2011-07-29",93.29,3.805,NA,NA,NA,NA,NA,129.1677097,13.503,0
"2081",2080,12,"2011-08-05",90.61,3.803,NA,NA,NA,NA,NA,129.1846452,13.503,0
"2082",2081,12,"2011-08-12",91.04,3.701,NA,NA,NA,NA,NA,129.2015806,13.503,0
"2083",2082,12,"2011-08-19",91.74,3.743,NA,NA,NA,NA,NA,129.2405806,13.503,0
"2084",2083,12,"2011-08-26",94.61,3.74,NA,NA,NA,NA,NA,129.2832581,13.503,0
"2085",2084,12,"2011-09-02",93.66,3.798,NA,NA,NA,NA,NA,129.3259355,13.503,0
"2086",2085,12,"2011-09-09",88,3.913,NA,NA,NA,NA,NA,129.3686129,13.503,1
"2087",2086,12,"2011-09-16",76.36,3.918,NA,NA,NA,NA,NA,129.4306,13.503,0
"2088",2087,12,"2011-09-23",82.95,3.789,NA,NA,NA,NA,NA,129.5183333,13.503,0
"2089",2088,12,"2011-09-30",83.26,3.877,NA,NA,NA,NA,NA,129.6060667,13.503,0
"2090",2089,12,"2011-10-07",70.44,3.827,NA,NA,NA,NA,NA,129.6938,12.89,0
"2091",2090,12,"2011-10-14",67.31,3.805,NA,NA,NA,NA,NA,129.7706452,12.89,0
"2092",2091,12,"2011-10-21",73.05,3.842,NA,NA,NA,NA,NA,129.7821613,12.89,0
"2093",2092,12,"2011-10-28",67.41,3.727,NA,NA,NA,NA,NA,129.7936774,12.89,0
"2094",2093,12,"2011-11-04",59.77,3.828,NA,NA,NA,NA,NA,129.8051935,12.89,0
"2095",2094,12,"2011-11-11",48.76,3.824,18049.87,7939.68,234.64,10463.07,5588.33,129.8167097,12.89,0
"2096",2095,12,"2011-11-18",54.2,3.813,5957.36,343.22,84.93,2390.67,12934.62,129.8268333,12.89,0
"2097",2096,12,"2011-11-25",53.25,3.622,5391.83,8,63143.29,49.27,2115.67,129.8364,12.89,1
"2098",2097,12,"2011-12-02",52.5,3.701,4868.73,NA,2022.46,3768.45,18368.11,129.8459667,12.89,0
"2099",2098,12,"2011-12-09",42.17,3.644,8374.63,15.85,573.92,5849.71,37581.27,129.8555333,12.89,0
"2100",2099,12,"2011-12-16",43.29,3.6,4940.95,28.45,1038.3,1100.93,5243.21,129.8980645,12.89,0
"2101",2100,12,"2011-12-23",45.4,3.541,1797.35,15.98,839.84,1375.84,17699.26,129.9845484,12.89,0
"2102",2101,12,"2011-12-30",44.64,3.428,6982.02,58804.91,60.29,1268.21,3553.79,130.0710323,12.89,1
"2103",2102,12,"2012-01-06",50.43,3.599,11181.59,33829.84,36.96,624.05,10152.27,130.1575161,12.187,0
"2104",2103,12,"2012-01-13",48.07,3.657,6935.5,23438.57,NA,2289.8,9526.73,130.244,12.187,0
"2105",2104,12,"2012-01-20",46.2,3.66,4167.27,5161.57,5.84,2552.39,3854.53,130.2792258,12.187,0
"2106",2105,12,"2012-01-27",50.43,3.675,1201.31,631.79,NA,104.69,1050.85,130.3144516,12.187,0
"2107",2106,12,"2012-02-03",50.58,3.702,60740.64,3779.65,43.08,48403.53,20348.16,130.3496774,12.187,0
"2108",2107,12,"2012-02-10",52.27,3.722,20281.03,2551.32,14.99,10597.74,7457.16,130.3849032,12.187,1
"2109",2108,12,"2012-02-17",51.8,3.781,17708.64,8549.74,2.88,14234.76,5960.69,130.4546207,12.187,0
"2110",2109,12,"2012-02-24",53.13,3.95,12862.31,5681.93,2,2401.22,5131.37,130.5502069,12.187,0
"2111",2110,12,"2012-03-02",52.27,4.178,15046.69,2131.62,12.84,4574.95,3428.27,130.6457931,12.187,0
"2112",2111,12,"2012-03-09",54.54,4.25,8404.29,2192.75,3.91,1479.91,5882.51,130.7413793,12.187,0
"2113",2112,12,"2012-03-16",64.44,4.273,9582.27,731.87,4.02,1589.97,2365.63,130.8261935,12.187,0
"2114",2113,12,"2012-03-23",56.26,4.038,3865.96,1496.18,7.35,1951.11,1440.31,130.8966452,12.187,0
"2115",2114,12,"2012-03-30",64.36,4.294,13644.08,115.67,8.34,1885.51,2291.86,130.9670968,12.187,0
"2116",2115,12,"2012-04-06",64.05,4.121,11772.46,NA,61.63,3885.06,4225.11,131.0375484,11.627,0
"2117",2116,12,"2012-04-13",64.28,4.254,9681.11,2934.51,14.08,1944.35,3103.61,131.108,11.627,0
"2118",2117,12,"2012-04-20",66.73,4.222,8679.29,1265.97,7.7,878.01,4358.86,131.1173333,11.627,0
"2119",2118,12,"2012-04-27",77.99,4.193,2936.01,336.39,26.18,613.65,740.83,131.1266667,11.627,0
"2120",2119,12,"2012-05-04",76.03,4.171,10073.64,NA,76.29,1671.53,3721.62,131.136,11.627,0
"2121",2120,12,"2012-05-11",77.27,4.186,13083.53,NA,8.54,1378.68,2071.31,131.1453333,11.627,0
"2122",2121,12,"2012-05-18",84.51,4.11,20882.5,NA,3.73,9506.75,2091.67,131.0983226,11.627,0
"2123",2122,12,"2012-05-25",83.84,4.293,8220.32,NA,373.92,2185.46,1825.94,131.0287742,11.627,0
"2124",2123,12,"2012-06-01",78.11,4.277,7512.07,NA,43.71,3666.37,4109.01,130.9592258,11.627,0
"2125",2124,12,"2012-06-08",84.83,4.103,10421.58,93.2,160.4,2385.69,4837.21,130.8896774,11.627,0
"2126",2125,12,"2012-06-15",85.94,4.144,15025.58,33.4,2.51,4573.57,2283.27,130.8295333,11.627,0
"2127",2126,12,"2012-06-22",91.61,4.014,10233.14,67.6,3.65,4693.44,3618.64,130.7929,11.627,0
"2128",2127,12,"2012-06-29",90.47,3.875,7439.99,47.6,NA,1330.36,4873.87,130.7562667,11.627,0
"2129",2128,12,"2012-07-06",89.13,3.765,10804.73,-0.6,3.33,5397.84,4395.03,130.7196333,10.926,0
"2130",2129,12,"2012-07-13",95.61,3.723,8699.07,20,0.06,5542.53,2781.14,130.683,10.926,0
"2131",2130,12,"2012-07-20",85.53,3.726,5799,59.68,37.56,5292.33,3376.66,130.7012903,10.926,0
"2132",2131,12,"2012-07-27",93.47,3.769,8217.72,41.28,2.31,9211.05,5507.68,130.7195806,10.926,0
"2133",2132,12,"2012-08-03",88.16,3.76,41059.39,69.7,45.73,22802.96,2743.18,130.737871,10.926,0
"2134",2133,12,"2012-08-10",95.91,3.811,10844.78,79.4,38.62,6513.42,2756.59,130.7561613,10.926,0
"2135",2134,12,"2012-08-17",94.87,4.002,7487.95,25.5,6.6,5107.54,4876.34,130.7909677,10.926,0
"2136",2135,12,"2012-08-24",85.32,4.055,10712.3,86.08,70,7981.57,3515.91,130.8381613,10.926,0
"2137",2136,12,"2012-08-31",89.78,4.093,30055.26,13.2,116.87,11860.18,3746.24,130.8853548,10.926,0
"2138",2137,12,"2012-09-07",88.52,4.124,17640.02,84,46.18,3202.21,2634.17,130.9325484,10.926,1
"2139",2138,12,"2012-09-14",83.64,4.133,6928.05,NA,19.56,863.95,5776.08,130.9776667,10.926,0
"2140",2139,12,"2012-09-21",82.97,4.125,11918.13,156.82,388.52,3290.61,7953.53,131.0103333,10.926,0
"2141",2140,12,"2012-09-28",81.22,3.966,3068.35,27.82,0.22,1307.43,3605.14,131.043,10.926,0
"2142",2141,12,"2012-10-05",81.61,3.966,8953.66,NA,44.83,7731.09,3269.62,131.0756667,10.199,0
"2143",2142,12,"2012-10-12",71.74,4.468,1986.92,NA,16.75,910.5,4225.2,131.1083333,10.199,0
"2144",2143,12,"2012-10-19",68.66,4.449,1810.87,NA,8.48,640.64,2250.86,131.1499677,10.199,0
"2145",2144,12,"2012-10-26",65.95,4.301,13749.1,104.54,56,2402.63,4813.93,131.1930968,10.199,0
"2146",2145,12,"2012-11-02",63.22,4.099,16343.61,4621.69,118.14,7805.38,4247.26,131.2362258,10.199,0
"2147",2146,12,"2012-11-09",65.31,3.951,7692.83,7429.95,77.86,3662.83,3157.95,131.2793548,10.199,0
"2148",2147,12,"2012-11-16",49.39,3.834,13835.16,237.82,51.29,6519.99,5196.47,131.3258,10.199,0
"2149",2148,12,"2012-11-23",58.07,3.759,5143.24,NA,91073.56,3757.15,1381.84,131.3766667,10.199,1
"2150",2149,12,"2012-11-30",57.03,3.581,4876.87,7.5,8549.38,813.77,4832.18,131.4275333,10.199,0
"2151",2150,12,"2012-12-07",57.83,3.668,13375.6,NA,338,6510.29,12971.31,131.4784,10.199,0
"2152",2151,12,"2012-12-14",49.74,3.467,4264.3,NA,193,872.87,17128.48,131.537,10.199,0
"2153",2152,12,"2012-12-21",42.83,3.393,5849.99,129.88,183.01,1591.66,2264.8,131.642,10.199,0
"2154",2153,12,"2012-12-28",43.35,3.48,10344.3,35051.68,196.76,486.88,518.83,131.747,10.199,1
"2155",2154,12,"2013-01-04",38.8,3.51,4458.06,27754.01,58.27,301.24,3798.13,131.852,9.91,0
"2156",2155,12,"2013-01-11",44.59,3.542,9819.88,13556.68,0.48,305.82,3113.78,131.957,9.91,0
"2157",2156,12,"2013-01-18",36.49,3.545,4304.79,3262.23,1.24,446.34,2718.67,132.030871,9.91,0
"2158",2157,12,"2013-01-25",49.21,3.337,4899.26,1949.62,NA,739.61,1922.27,132.0922903,9.91,0
"2159",2158,12,"2013-02-01",49.54,3.6,15107.83,939.31,65.7,12829.72,3366.13,132.1537097,9.91,0
"2160",2159,12,"2013-02-08",54.96,3.795,74777.22,1127.36,382.36,33466.32,5693.26,132.215129,9.91,1
"2161",2160,12,"2013-02-15",47.12,3.924,13886.07,3228.42,27.24,9073.93,10232.63,132.2725714,9.91,0
"2162",2161,12,"2013-02-22",49.57,4.031,6821.02,2985.67,NA,1535.14,1582.81,132.3200714,9.91,0
